ENTRY            D8110   20251120                             D151D811000000001 
SUBENT        D8110001   20251120                             D151D811000100001 
BIB                 10         25                                 D811000100002 
TITLE      New measurements of (p,xp) and (p,x&#945;) reactions   D811000100003 
            on 27 Al at 7.0, 22.0 and 30.0 MeV                    D811000100004 
AUTHOR     (D.Gusseinova, G.Ussabayeva, T.K.Zholdybayev,          D811000100005 
            I.Boztosun, Y.Kucuk, A.J.Koning, Zh.Kerimkulov,       D811000100006 
            B.Sadykov, A.Temirzhanov, B.Canbula)                  D811000100007 
INSTITUTE  (4KASKAZ,3ZZZIAE,4KASATN,4KASAFU)                      D811000100008 
           (2TUKTUK) Akdeniz University, Antalya; Temel Bilimler  D811000100009 
            Arastirma Enstitusu (TBAE), Kocaeli; Turkish          D811000100010 
            Accelerator and Radiation Laboratory (TARLA), Ankara; D811000100011 
            Manisa Celal Bayar University, Manisa                 D811000100012 
           (4KASKAS) Satbayev University, Almaty; Abai Kazakh     D811000100013 
             National Pedagogical University, Almaty              D811000100014 
REFERENCE  (J,EPJ/A,61,133,2025)                                  D811000100015 
FACILITY   (ISOCY,4KASKAZ) U-150M                                 D811000100016 
SAMPLE     27Al foil (3.65 mg/cm2)                                D811000100017 
DETECTOR   (TELES,SI,SI) 25-50 um thick Si dE detector and 2 mm   D811000100018 
            thick Si E detector                                   D811000100019 
METHOD     (EDE,BCINT)                                            D811000100020 
ERR-ANALYS (ERR-T) Total uncertainty                              D811000100021 
           (ERR-SYS,,10.) Total systematic uncertainty  (<10%)    D811000100022 
           (ERR-1) Determination of target thickness      (5%)    D811000100023 
           (ERR-2) Calibration of the current integrator  (1%)    D811000100024 
           (ERR-3) Solid angle of the spectrometer      (1.3%)    D811000100025 
           (ERR-4) Beam energy                          (1.2%)    D811000100026 
HISTORY    (20250923C) Zholdybayev                                D811000100027 
ENDBIB              25          0                                 D811000100028 
COMMON               4          3                                 D811000100029 
ERR-1      ERR-2      ERR-3      ERR-4                            D811000100030 
PER-CENT   PER-CENT   PER-CENT   PER-CENT                         D811000100031 
         5.         1.        1.3        1.2                      D811000100032 
ENDCOMMON            3          0                                 D811000100033 
ENDSUBENT           32          0                                 D811000199999 
SUBENT        D8110002   20251120                             D151D811000200001 
BIB                  2          2                                 D811000200002 
REACTION   (29-CU-0(P,X)1-H-1,,DA/DE)                             D811000200003 
STATUS     (TABLE,,D.Gusseinova+,J,EPJ/A,61,133,2025) Fig.5       D811000200004 
ENDBIB               2          0                                 D811000200005 
NOCOMMON             0          0                                 D811000200006 
DATA                 5       1433                                 D811000200007 
EN         ANG        E-CM       DATA-CM    ERR-T                 D811000200008 
         7.       5.08     10.780      0.135                      D811000400057 
         7.       5.17     17.970      0.198                      D811000400058 
         7.       5.27     20.940      0.219                      D811000400059 
         7.       5.37     18.670      0.204                      D811000400060 
         7.       5.46     14.090      0.166                      D811000400061 
         7.       5.56      9.997      0.130                      D811000400062 
         7.       5.65      8.308      0.116                      D811000400063 
         7.       5.75      9.326      0.126                      D811000400064 
         7.       5.85      18.85      0.197                      D811000400065 
         7.       5.94      46.65      0.391                      D811000400066 
         7.       6.04      117.2      0.941                      D811000400067 
         7.       6.14      251.0      2.098                      D811000400068 
         7.       6.23      319.2      2.997                      D811000400069 
         7.       6.33      236.1      2.502                      D811000400070 
         7.       6.43      129.4      1.543                      D811000400071 
        22.        3.7      37.68       3.85                      D811000400072 
        22.        4.1      39.40       3.97                      D811000400073 
        22.        4.5      39.10       3.94                      D811000400074 
        22.        4.8      39.49       3.97                      D811000400075 
        22.        5.2      39.71       3.99                      D811000400076 
        22.        5.6      35.80       3.69                      D811000400077 
        22.        6.0      33.38       3.52                      D811000400078 
        22.        6.4      31.13       3.34                      D811000400079 
        22.        6.8      29.46       3.22                      D811000400080 
        22.        7.1      28.06       3.11                      D811000400081 
        22.        7.5      26.88       3.02                      D811000400082 
        22.        7.9      25.22       2.90                      D811000400083 
        22.        8.3      24.13       2.82                      D811000400084 
        22.        8.7      23.31       2.74                      D811000400085 
        22.        9.1      22.27       2.66                      D811000400086 
        22.        9.5      20.83       2.55                      D811000400087 
        22.        9.8      20.55       2.52                      D811000400088 
        22.       10.2      21.01       2.56                      D811000400089 
        22.       10.6      21.48       2.64                      D811000400090 
        22.       11.0      18.02       2.32                      D811000400091 
        22.       11.4      15.85       2.14                      D811000400092 
        22.       11.8      14.12       2.00                      D811000400093 
        22.       12.2      13.88       1.95                      D811000400094 
        22.       12.5      13.79       1.95                      D811000400095 
        22.       12.9      12.61       1.85                      D811000400096 
        22.       13.3      14.64       2.00                      D811000400097 
        22.       13.7      16.51       2.16                      D811000400098 
        22.       14.1      13.23       1.91                      D811000400099 
        22.       14.5      11.04       1.74                      D811000400100 
        22.       14.9       8.35       1.50                      D811000400101 
        22.       15.2       9.36       1.54                      D811000400102 
        22.       15.6      10.54       1.64                      D811000400103 
        22.       16.0      10.65       1.66                      D811000400104 
        22.       16.4       9.22       1.51                      D811000400105 
        22.       16.8       6.19       1.23                      D811000400106 
        22.       17.2       6.82       1.26                      D811000400107 
        22.       17.6      14.28       1.92                      D811000400108 
        22.       17.9      18.29       2.26                      D811000400109 
        22.       18.3      17.30       2.21                      D811000400110 
        22.       18.7      14.84       2.04                      D811000400111 
        22.       19.1      13.58       1.95                      D811000400112 
        22.       19.5      27.50       3.07                      D811000400113 
        22.       19.9      76.36       7.18                      D811000400114 
        22.       20.3      188.2      17.07                      D811000400115 
        22.       20.6      180.4      17.12                      D811000400116 
        22.       21.0      52.78       5.24                      D811000400117 
        22.       21.4      17.47       3.01                      D811000400118 
        30.       4.15     77.990      3.514                      D811000400119 
        30.       4.63     94.810      4.120                      D811000400120 
        30.       5.11     95.620      4.120                      D811000400121 
        30.       5.59     88.850      3.825                      D811000400122 
        30.       6.07     81.150      3.497                      D811000400123 
        30.       6.56     74.590      3.219                      D811000400124 
        30.       7.04     67.720      2.916                      D811000400125 
        30.       7.52     59.570      2.560                      D811000400126 
        30.       8.00     53.370      2.289                      D811000400127 
        30.       8.48     47.550      2.043                      D811000400128 
        30.       8.96     42.130      1.810                      D811000400129 
        30.       9.45     37.530      1.612                      D811000400130 
        30.       9.93     33.910      1.455                      D811000400131 
        30.      10.41     30.620      1.314                      D811000400132 
        30.      10.89     28.090      1.205                      D811000400133 
        30.      11.37     25.930      1.119                      D811000400134 
        30.      11.86     24.610      1.065                      D811000400135 
        30.      12.34     23.130      1.001                      D811000400136 
        30.      12.82     22.140      0.966                      D811000400137 
        30.      13.30     20.650      0.907                      D811000400138 
        30.      13.78     18.880      0.827                      D811000400139 
        30.      14.26     17.420      0.763                      D811000400140 
        30.      14.75     16.600      0.732                      D811000400141 
        30.      15.23     15.960      0.704                      D811000400142 
        30.      15.71     15.850      0.707                      D811000400143 
        30.      16.19     15.640      0.699                      D811000400144 
        30.      16.67     15.480      0.698                      D811000400145 
        30.      17.15     15.260      0.692                      D811000400146 
        30.      17.64     14.840      0.676                      D811000400147 
        30.      18.12     14.500      0.667                      D811000400148 
        30.      18.60     13.850      0.642                      D811000400149 
        30.      19.08     12.980      0.603                      D811000400150 
        30.      19.56     12.790      0.599                      D811000400151 
        30.      20.04     13.620      0.642                      D811000400152 
        30.      20.53     14.900      0.707                      D811000400153 
        30.      21.01     16.000      0.777                      D811000400154 
        30.      21.49     14.600      0.718                      D811000400155 
        30.      21.97     11.700      0.574                      D811000400156 
        30.      22.45      9.779      0.482                      D811000400157 
        30.      22.93      9.645      0.482                      D811000400158 
        30.      23.41      9.871      0.500                      D811000400159 
        30.      23.90      9.591      0.490                      D811000400160 
        30.      24.38      10.24       0.52                      D811000400161 
        30.      24.86      13.08       0.66                      D811000400162 
        30.      25.34      16.39       0.84                      D811000400163 
        30.      25.82      18.16       0.94                      D811000400164 
        30.      26.30      22.95       1.18                      D811000400165 
        30.      26.78      45.65       2.41                      D811000400166 
        30.      27.27      94.45       5.22                      D811000400167 
        30.      27.75      135.0       7.79                      D811000400168 
        30.      28.23      114.2       6.67                      D811000400169 
        30.      28.71      56.36       3.24                      D811000400170 
        30.      29.19      21.23       1.22                      D811000400171 
        30.      29.67      8.905      0.516                      D811000400172 
ENDDATA            163          0                                 D811000400173 
ENDSUBENT          172          0                                 D811000499999 
SUBENT        D8110005   20251120                             D151D811000500001 
BIB                  3          4                                 D811000500002 
REACTION   (29-CU-0(P,X)2-HE-4,,DE)                               D811000500003 
ANALYSIS   (INTAD)                                                D811000500004 
STATUS     (TABLE,,D.Gusseinova+,J,EPJ/A,61,133,2025) Fig.11      D811000500005 
           (DEP,D8110003) Double differential cross section       D811000500006 
ENDBIB               4          0                                 D811000500007 
NOCOMMON             0          0                                 D811000500008 
DATA                 4         96                                 D811000500009 
EN         E-CM       DATA-CM    ERR-T                            D811000500010 
MEV        MEV        MB/MEV     MB/MEV                           D811000500011 
        22.       9.71      5.417      0.069                      D811000500012 
        22.       9.89      5.413      0.069                      D811000500013 
        22.      10.06      5.162      0.066                      D811000500014 
        22.      10.23      4.892      0.063                      D811000500015 
        22.      10.40      4.631      0.061                      D811000500016 
        22.      10.57      4.318      0.058                      D811000500017 
        22.      10.74      4.025      0.055                      D811000500018 
        22.      10.91      3.695      0.052                      D811000500019 
        22.      11.08      3.396      0.050                      D811000500020 
        22.      11.26      3.193      0.048                      D811000500021 
        22.      11.43      3.007      0.046                      D811000500022 
        22.      11.60      2.808      0.045                      D811000500023 
        22.      11.77      2.644      0.043                      D811000500024 
        22.      11.94      2.523      0.042                      D811000500025 
        22.      12.11      2.340      0.040                      D811000500026 
        22.      12.28      2.075      0.037                      D811000500027 
        22.      12.46      1.782      0.034                      D811000500028 
        22.      12.63      1.524      0.031                      D811000500029 
        22.      12.80      1.241      0.028                      D811000500030 
        22.      12.97      0.936      0.023                      D811000500031 
        22.      13.14      0.675      0.020                      D811000500032 
        22.      13.31      0.522      0.017                      D811000500033 
        22.      13.48      0.420      0.015                      D811000500034 
        22.      13.65      0.375      0.015                      D811000500035 
        22.      13.83      0.366      0.014                      D811000500036 
        22.      14.00      0.360      0.014                      D811000500037 
        22.      14.17      0.341      0.014                      D811000500038 
        22.      14.34      0.313      0.013                      D811000500039 
        22.      14.51      0.295      0.013                      D811000500040 
        22.      14.68      0.299      0.013                      D811000500041 
        22.      14.85      0.339      0.014                      D811000500042 
        22.      15.02      0.419      0.015                      D811000500043 
        22.      15.20      0.520      0.017                      D811000500044 
        22.      15.37      0.586      0.019                      D811000500045 
        22.      15.54      0.574      0.018                      D811000500046 
        22.      15.71      0.507      0.017                      D811000500047 
        22.      15.88      0.414      0.015                      D811000500048 
        22.      16.05      0.329      0.014                      D811000500049 
        22.      16.22      0.247      0.012                      D811000500050 
        22.      16.40      0.161      0.009                      D811000500051 
        22.      16.57      0.092      0.007                      D811000500052 
        22.      16.74      0.049      0.005                      D811000500053 
        22.      16.91      0.026      0.004                      D811000500054 
        22.      17.08      0.027      0.004                      D811000500055 
        22.      17.25      0.049      0.005                      D811000500056 
        22.      17.42      0.106      0.007                      D811000500057 
        22.      17.59      0.185      0.010                      D811000500058 
        22.      17.77      0.295      0.013                      D811000500059 
        22.      17.94      0.403      0.015                      D811000500060 
        22.      18.11      0.470      0.017                      D811000500061 
        22.      18.28      0.496      0.017                      D811000500062 
        22.      18.45      0.464      0.016                      D811000500063 
        22.      18.62      0.389      0.015                      D811000500064 
        22.      18.79      0.309      0.013                      D811000500065 
        22.      18.96      0.244      0.011                      D811000500066 
        22.      19.14      0.188      0.010                      D811000500067 
        22.      19.31      0.160      0.009                      D811000500068 
        22.      19.48      0.150      0.009                      D811000500069 
        22.      19.65      0.135      0.009                      D811000500070 
        22.      19.82      0.126      0.008                      D811000500071 
        22.      19.99      0.111      0.008                      D811000500072 
        22.      20.16      0.088      0.007                      D811000500073 
        22.      20.33      0.063      0.006                      D811000500074 
        30.       8.93      4.531      0.121                      D811000500075 
        30.       9.36      4.197      0.112                      D811000500076 
        30.       9.79      3.888      0.103                      D811000500077 
        30.      10.22      3.616      0.096                      D811000500078 
        30.      10.65      3.319      0.088                      D811000500079 
        30.      11.08      2.967      0.080                      D811000500080 
        30.      11.50      2.605      0.070                      D811000500081 
        30.      11.93      2.339      0.064                      D811000500082 
        30.      12.36      2.125      0.058                      D811000500083 
        30.      12.79      1.870      0.052                      D811000500084 
        30.      13.22      1.694      0.048                      D811000500085 
        30.      13.65      1.474      0.042                      D811000500086 
        30.      14.07      1.310      0.038                      D811000500087 
        30.      14.50      1.205      0.036                      D811000500088 
        30.      14.93      1.021      0.031                      D811000500089 
        30.      15.36      0.950      0.030                      D811000500090 
        30.      15.79      0.957      0.030                      D811000500091 
        30.      16.22      0.950      0.030                      D811000500092 
        30.      16.64      1.015      0.032                      D811000500093 
        30.      17.07      0.852      0.028                      D811000500094 
        30.      17.50      0.666      0.023                      D811000500095 
        30.      17.93      0.635      0.022                      D811000500096 
        30.      18.36      0.506      0.019                      D811000500097 
        30.      18.79      0.463      0.017                      D811000500098 
        30.      19.21      0.437      0.017                      D811000500099 
        30.      19.64      0.301      0.013                      D811000500100 
        30.      20.07      0.304      0.019                      D811000500101 
        30.      20.50      0.245      0.024                      D811000500102 
        30.      20.93      0.197      0.009                      D811000500103 
        30.      21.35      0.159      0.015                      D811000500104 
        30.      21.78      0.121      0.010                      D811000500105 
        30.      22.21      0.064      0.004                      D811000500106 
        30.      22.64      0.110      0.007                      D811000500107 
ENDDATA             98          0                                 D811000500108 
ENDSUBENT          107          0                                 D811000599999 
ENDENTRY             5          0                                 D811099999999 
